iter	RMSE
137	0.4350320018
138	0.4311843528
139	0.4272050314
140	0.4220792546
141	0.4183452412
142	0.4148117576
143	0.4120373001
144	0.4073022152
145	0.4035110361
146	0.399055478
147	0.3956818287
148	0.392253019
149	0.388163537
150	0.384367436
151	0.3814036236
152	0.3779658791
153	0.3742985579
154	0.3709782139
155	0.3667443918
156	0.3631145469
157	0.3602968081
158	0.3568768163
159	0.3538189714
160	0.3508174606
161	0.3477423664
162	0.3447585752
163	0.3417620787
164	0.3389208348
165	0.3356328312
166	0.3329109679
167	0.3293432584
168	0.3259991394
169	0.3229631342
170	0.3201378425
171	0.317380128
172	0.3146874173
173	0.3119750928
174	0.3091889052
175	0.3069922945
176	0.3039957553
177	0.3012085009
178	0.2986940661
179	0.2965190713
180	0.2936121482
181	0.2909656293
182	0.2881409699
183	0.2856716837
184	0.2829283567
185	0.2803287276
186	0.278184978
187	0.2758831404
188	0.2731925568
189	0.2712764883
190	0.2690109357
191	0.2669048474
192	0.2647128627
193	0.2619540626
194	0.2597471805
195	0.2576100426
196	0.2555390984
197	0.2540693012
198	0.2523321017
199	0.2499436748
200	0.24795154
201	0.245458121
202	0.2435926785
203	0.2417967745
204	0.2398508092
205	0.2381487339
206	0.2362099852
207	0.2343807034
208	0.2323863716
209	0.2304140927
210	0.2285032161
211	0.226739956
212	0.2251620737
213	0.2230530456
214	0.2211009253
215	0.2191569993
216	0.2178340472
217	0.2163020463
218	0.2146870271
219	0.2129516076
220	0.2117640779
221	0.2100353556
222	0.207868576
223	0.2059912018
224	0.2045823512
225	0.2033732892
226	0.2016121707
227	0.2000136027
228	0.1981159332
229	0.1961516306
230	0.1947052251
231	0.1928089195
232	0.190939135
233	0.1890427398
234	0.1878232276
235	0.1861650863
236	0.1845423078
237	0.1827558313
238	0.1810319154
239	0.1796607727
240	0.1783406956
241	0.1770492864
242	0.1756617438
243	0.1743951416
244	0.1734616363
245	0.1720627311
246	0.1706763539
247	0.1690276128
248	0.1673425589
249	0.1662185382
250	0.165074719
251	0.1638827046
252	0.1626877102
253	0.1614661285
254	0.1601102886
255	0.1590282588
256	0.1576305902
257	0.1564191109
258	0.1553148629
259	0.1543784656
260	0.1532712222
261	0.1525436923
262	0.1511785869
263	0.1500973824
264	0.1492831114
265	0.1478878781
266	0.1467572011
267	0.1457816374
268	0.1447565358
269	0.1436706688
270	0.1424632291
271	0.1413776814
272	0.1401168334
273	0.1391805565
274	0.1379973951
275	0.1369578039
276	0.1359295089
277	0.1350234089
278	0.1340612079
279	0.1330230046
280	0.1323233318
281	0.1317024744
282	0.1307441976
283	0.1297908269
284	0.1288231694
285	0.1277521775
286	0.1267762201
287	0.1257243537
288	0.1247283688
289	0.123914514
290	0.1230459959
291	0.1224121778
292	0.1215685665
293	0.1209580225
294	0.1198143007
295	0.1192150544
296	0.1186143675
297	0.1176346168
298	0.1165326418
299	0.1156746982
300	0.1147243788
301	0.1141571079
302	0.1133374025
303	0.1123922785
304	0.111735267
305	0.1109822121
306	0.1104417175
307	0.1097913027
308	0.1087731366
309	0.108211214
310	0.1074339443
311	0.1070898304
312	0.1064565025
313	0.1058529969
314	0.1049796327
315	0.104128076
316	0.1037969114
317	0.1034589289
318	0.1026973084
319	0.1023753703
320	0.1018937945
321	0.1011713252
322	0.1006068271
323	0.1002949852
324	0.09944154488
325	0.098604479
326	0.09829992562
327	0.09801431733
328	0.09732471285
329	0.09681880087
330	0.09604651204
331	0.09575407094
332	0.09500629319
333	0.09457006462
334	0.09388464603
335	0.09360130445
336	0.09332100249
337	0.09251871043
338	0.09169376676
339	0.09142005555
340	0.09114929022
341	0.09073883845
342	0.09010895168
343	0.08970670364
344	0.08894409791
345	0.08811799134
346	0.08772790918
347	0.08747105762
348	0.08670738465
349	0.08632702135
350	0.08595093662
351	0.08522761517
352	0.08496812145
353	0.084257187
354	0.0840145494
355	0.0834487173
356	0.08321054083
357	0.08252031877
358	0.08182372953
359	0.08113977954
360	0.08090871538
361	0.0802386264
362	0.07999912351
363	0.07977430491
364	0.07911932416
365	0.07889836617
366	0.07845409259
367	0.07780654844
368	0.07720296432
369	0.0769770121
370	0.07634992801
371	0.07613949742
372	0.07551655744
373	0.07490399202
374	0.07469883593
375	0.07409886549
376	0.07351373712
377	0.0733133834
378	0.0727400082
379	0.07253185329
380	0.07232612572
381	0.0717531538
382	0.07156151718
383	0.07100827169
384	0.07081995431
385	0.0702778809
386	0.07009283611
387	0.06952673328
388	0.06900077855
389	0.06881005142
390	0.06829488907
391	0.06811750819
392	0.06761279264
393	0.06742872753
394	0.06724683024
395	0.06667143107
396	0.06650215273
397	0.06609861285
398	0.06553766533
399	0.06536403839
400	0.06497244242
401	0.06444435853
402	0.06428401566
403	0.06376997365
404	0.06339329196
405	0.06323729287
406	0.06273152396
407	0.06240921443
408	0.06191860195
409	0.06146728088
410	0.06130960582
411	0.06081975231
412	0.06067290465
413	0.0603653991
414	0.05989907981
415	0.05950680585
416	0.05916833056
417	0.0587035033
418	0.05856400577
419	0.05810845145
420	0.0577317021
421	0.05742435036
422	0.05698183741
423	0.05684815136
424	0.05652128597
425	0.05611865349
426	0.05598835866
427	0.05556124761
428	0.05543331986
429	0.05511679422
430	0.05499113993
431	0.05466301199
432	0.05424123914
433	0.05411930065
434	0.0538554222
435	0.05357061739
436	0.05325465111
437	0.05280077427
438	0.05250731672
439	0.0520629075
440	0.05178170263
441	0.05134666277
442	0.05101882648
443	0.05063456549
444	0.05052321544
445	0.05017392826
446	0.04979297249
447	0.04967919472
448	0.04930863828
449	0.04920200622
450	0.04893348827
451	0.04862792448
452	0.048221796
453	0.04792488874
454	0.04756547407
455	0.04743124218
456	0.04720026709
457	0.04683236025
458	0.04670144535
459	0.04636204301
460	0.04626431568
461	0.04613743199
462	0.04578062058
463	0.04553139533
464	0.04543262
465	0.04508434872
466	0.04496280128
467	0.04462113838
468	0.04450225671
469	0.04416748872
470	0.04405122114
471	0.04381571135
472	0.04340241751
473	0.04328923637
474	0.04317760002
475	0.04277403921
476	0.04268865538
477	0.04237459794
478	0.04206597594
479	0.04198267572
480	0.0415982232
481	0.04150662537
482	0.04116183263
483	0.04094765338
484	0.04085853548
485	0.04067653597
486	0.04038515566
487	0.04029835341
488	0.03993446365
489	0.03960548027
490	0.03934077327
491	0.0392566747
492	0.0389307445
493	0.03864759482
494	0.0385654001
495	0.0384890547
496	0.0381844729
497	0.03810432358
498	0.03791234185
499	0.0376343332
500	0.03745120613
501	0.03717902483
502	0.03700039501
503	0.03674757727
504	0.03657353537
505	0.03632565633
506	0.03615610341
507	0.03591317143
508	0.0356774327
509	0.0355132176
510	0.03529360455
511	0.03513339159
512	0.03488896512
513	0.03466244769
514	0.03458571432
515	0.03436364197
516	0.03430087478
517	0.03414583058
518	0.03389646014
519	0.03367832391
520	0.0335409374
521	0.03330410387
522	0.03310074783
523	0.03295913224
524	0.03274048993
525	0.03268175055
526	0.03245381817
527	0.03239618843
528	0.03213450408
529	0.03199954791
530	0.0317785525
531	0.03152389686
532	0.03130264394
533	0.03109839404
534	0.03104420043
535	0.03079746866
536	0.03058730442
537	0.03046106119
538	0.03028406999
539	0.03010458124
540	0.02985618264
541	0.02978814243
542	0.02972107659
543	0.02947834881
544	0.02942131436
545	0.02918358863
546	0.02912756467
547	0.02906673883
548	0.02883418488
549	0.02877966489
550	0.02855192565
551	0.02849304435
552	0.02843998579
553	0.02821992772
554	0.02816259373
555	0.02796034273
556	0.02790400284
557	0.02768812997
558	0.02763289209
559	0.02742316934
560	0.02736892552
561	0.02717676709
562	0.02712346573
563	0.02692092964
564	0.0268735534
565	0.02668798699
566	0.02663617553
567	0.02644085162
568	0.02638998106
569	0.02621100483
570	0.02616102544
571	0.02597213728
572	0.02592720293
573	0.02575441338
574	0.02557244038
575	0.02552402366
576	0.02533987756
577	0.02529242085
578	0.02509146766
579	0.02491678294
580	0.02487060948
581	0.02471037172
582	0.02466501269
583	0.02449642593
584	0.02445488624
585	0.02426584871
586	0.02422520518
587	0.02403317748
588	0.02386512118
589	0.02371557244
590	0.02367263621
591	0.02351466979
592	0.02347568965
593	0.02329513772
594	0.02325699882
595	0.02307445954
596	0.02289753388
597	0.02270966497
598	0.02255169199
599	0.0225152226
600	0.02233397575
601	0.02219381247
602	0.02215491518
603	0.02211649324
604	0.0220014519
605	0.02188834819
606	0.02185083185
607	0.02171766192
608	0.02157443302
609	0.02145822999
610	0.02133195078
611	0.02129558374
612	0.02116862353
613	0.02103081305
614	0.02089574042
615	0.02076334857
616	0.02065166981
617	0.02048818043
618	0.0203579134
619	0.02024470011
620	0.02012482563
621	0.02000900309
622	0.0198835653
623	0.01977758655
624	0.01965314211
625	0.01953845324
626	0.01941712418
627	0.01931458355
628	0.01919411227
629	0.01904258402
630	0.01892543265
631	0.01877714507
632	0.01874565093
633	0.01865265742
634	0.01854508718
635	0.01842170389
636	0.01831079332
637	0.01828067855
638	0.01817616504
639	0.01803358504
640	0.01800431906
641	0.01792679474
642	0.01780308938
643	0.01777434952
644	0.01774596555
645	0.0177179334
646	0.01769024903
647	0.01766290845
648	0.01754517539
649	0.0174482399
650	0.01732913758
651	0.01730239518
652	0.01727598526
653	0.017249904
654	0.01717357718
655	0.01714800281
656	0.01703499674
657	0.0169554502
658	0.01683066499
659	0.01679977705
660	0.0167694101
661	0.01667513457
662	0.01655400761
663	0.0164833206
664	0.01645401643
665	0.01638541023
666	0.01635683877
667	0.01633227052
668	0.01622514179
669	0.01612305743
670	0.01601662779
671	0.01594504591
672	0.01588007271
673	0.01584697209
674	0.0157821485
675	0.01567883343
676	0.01552934368
677	0.0155073595
678	0.01537552007
679	0.01535409738
680	0.0152546162
681	0.01523350135
682	0.01508461031
683	0.01506391868
684	0.01499912379
685	0.01497774063
686	0.01484809584
687	0.01478934199
688	0.01476945727
689	0.01467018013
690	0.01465070797
691	0.01455508177
692	0.0144146337
693	0.01439558754
694	0.01437681961
695	0.01425307047
696	0.01419807261
697	0.01417964461
698	0.01409476845
699	0.01401121952
700	0.01390669458
701	0.01378805299
702	0.01372230413
703	0.01365998918
704	0.01355889353
705	0.01349321885
706	0.01341166702
707	0.01331328338
708	0.01321139767
709	0.01319463576
710	0.01311736141
711	0.01301764241
712	0.01293997612
713	0.01284572694
714	0.0127859722
715	0.01271182814
716	0.01262005495
717	0.0125670353
718	0.01247183967
719	0.01245404268
720	0.01236500329
721	0.01227180748
722	0.01225669145
723	0.01216493965
724	0.0120929815
725	0.01200707279
726	0.01195730424
727	0.01186812036
728	0.01185370711
729	0.01178599384
730	0.01170317945
731	0.01161638612
732	0.01155009222
733	0.01147665143
734	0.01140451513
735	0.01133366108
736	0.0112640674
737	0.01119456233
738	0.01112686004
739	0.01105927093
740	0.0109934097
741	0.01092768278
742	0.01086361367
743	0.0107996968
744	0.01072221468
745	0.01066196953
746	0.01059736916
747	0.01052214302
748	0.01044829945
749	0.01039043036
750	0.01031845381
751	0.01024780378
752	0.01019182821
753	0.01012324595
754	0.01004864441
755	0.009999898018
756	0.009936063309
757	0.009868693587
758	0.009821567202
759	0.009780384091
760	0.009734234477
761	0.009694210321
762	0.009649014159
763	0.009610116842
764	0.009559828918
765	0.009522056961
766	0.00948513947
767	0.009399252963
768	0.009341954836
769	0.009306485632
770	0.009250434787
771	0.009167273387
772	0.009100888643
773	0.009046376772
774	0.008965914645
775	0.00893108578
776	0.008860542715
777	0.008807864885
778	0.008739294338
779	0.008687989771
780	0.00864253744
781	0.008610494062
782	0.008551440186
783	0.008476131654
784	0.008415461447
785	0.008371859705
786	0.008339564902
787	0.008282891228
788	0.008250881194
789	0.008203627326
790	0.008161476473
791	0.008112266651
792	0.008070976544
793	0.008035222959
794	0.007994776328
795	0.007949423348
796	0.007909644814
797	0.007865420984
798	0.007809885518
799	0.007771059952
800	0.007732863943
801	0.007689929851
802	0.007652435668
803	0.007613165066
804	0.007576384273
805	0.00755137912
806	0.007497721009
807	0.007461831285
808	0.007430179069
809	0.007378257262
810	0.007343222601
811	0.007308749533
812	0.007278082131
813	0.007229203336
814	0.007166398844
815	0.007110297405
816	0.007067670331
817	0.007045634431
818	0.007024046766
819	0.006994334024
820	0.006940329207
821	0.006899309034
822	0.006859064629
823	0.006820194043
824	0.006799190707
825	0.006741212229
826	0.006720824558
827	0.006670006601
828	0.006625822463
829	0.006583345456
830	0.006538656814
831	0.006500726
832	0.006452089423
833	0.006404674185
834	0.006357206817
835	0.006310863802
836	0.006279409209
837	0.006253142985
838	0.006207638784
839	0.006157268464
840	0.006113234354
841	0.006069906851
842	0.006026014353
843	0.005996436729
844	0.005967717912
845	0.005948238136
846	0.00590637815
847	0.005860379063
848	0.005819903351
849	0.005777943507
850	0.005736000864
851	0.005709140628
852	0.005670323048
853	0.005630714275
854	0.005591881204
855	0.005573809272
856	0.00553662193
857	0.00552406351
858	0.005511934743
859	0.005489335996
860	0.00546870577
861	0.005426544748
862	0.005407157165
863	0.005393478474
864	0.005349163949
865	0.005335788159
866	0.005322627436
867	0.005282430901
868	0.00525256356
869	0.005218223702
870	0.005184548406
871	0.005173226267
872	0.005152471603
873	0.005116937229
874	0.005106169179
875	0.005069341133
876	0.005038342598
877	0.005018589671
878	0.005003802785
879	0.00497075496
880	0.004960461166
881	0.004945973728
882	0.004936044713
883	0.004921763467
884	0.004906548372
885	0.004893559527
886	0.004885575672
887	0.004871527196
888	0.004862166787
889	0.004848316163
890	0.004815279307
891	0.004807484091
892	0.004800494867
893	0.004786941766
894	0.004780841635
895	0.004738620079
896	0.004705243523
897	0.004664068254
898	0.004646849084
899	0.004606568944
900	0.004574954582
901	0.004558539696
902	0.004519343884
903	0.004503415484
904	0.004465072643
905	0.004449616934
906	0.004412109595
907	0.00440121813
908	0.004371489648
909	0.004334998801
910	0.004320479898
911	0.004284786381
912	0.004270701373
913	0.004260577844
914	0.00422572566
915	0.004212203366
916	0.004178114278
917	0.004156029792
918	0.004122789679
919	0.004095780508
920	0.004075970086
921	0.004045321022
922	0.004022672347
923	0.004003465396
924	0.003974195527
925	0.003955431712
926	0.003926820953
927	0.003904361702
928	0.003876415568
929	0.003856505222
930	0.003840769104
931	0.003815065183
932	0.003788523922
933	0.00376302175
934	0.003738524262
935	0.003717586952
936	0.003699108456
937	0.003675954385
938	0.003649406456
939	0.003626860751
940	0.003608785584
941	0.003598564178
942	0.003583694157
943	0.003555087965
944	0.003545205905
945	0.003529195046
946	0.003506322706
947	0.003478422185
948	0.003460877662
949	0.003440086557
950	0.003416937316
951	0.003394814094
952	0.003386608342
953	0.003365856925
954	0.00334436785
955	0.003336345123
956	0.003310286612
957	0.003300995054
958	0.003275620526
959	0.003262658689
960	0.003254880551
961	0.00324721034
962	0.003239646488
963	0.003221579701
964	0.003202462335
965	0.003184186001
966	0.00317885333
967	0.003166326144
968	0.00315896057
969	0.003151697006
970	0.003141318867
971	0.003134178001
972	0.003115910004
973	0.003098975277
974	0.003092901238
975	0.003086912052
976	0.003081774943
977	0.003065147756
978	0.003043943279
979	0.003038061007
980	0.003033105638
981	0.003016943336
982	0.003011128249
983	0.002992882619
984	0.002988711821
985	0.002971579657
986	0.002967459633
987	0.00296394623
988	0.002943991524
989	0.002938478643
990	0.002922966491
991	0.002909600099
992	0.002904179495
993	0.002898711225
994	0.002882153649
995	0.002876774281
996	0.00286539485
997	0.00285035345
998	0.002845008305
999	0.00282887064
